id,alim_grp_code,alim_ssgrp_code,alim_ssssgrp_code,alim_grp_nom_fr,alim_ssgrp_nom_fr,alim_ssssgrp_nom_fr,alim_code,alim_nom_fr,alim_nom_sci,"Energie, Règlement UE N° 1169/2011 (kJ/100 g)","Energie, Règlement UE N° 1169/2011 (kcal/100 g)","Energie, N x facteur Jones, avec fibres  (kJ/100 g)","Energie, N x facteur Jones, avec fibres  (kcal/100 g)",Eau (g/100 g),"Protéines, N x facteur de Jones (g/100 g)","Protéines, N x 6.25 (g/100 g)",Glucides (g/100 g),Lipides (g/100 g),Sucres (g/100 g),Fructose (g/100 g),Galactose (g/100 g),Glucose (g/100 g),Lactose (g/100 g),Maltose (g/100 g),Saccharose (g/100 g),Amidon (g/100 g),Fibres alimentaires (g/100 g),Polyols totaux (g/100 g),Cendres (g/100 g),Alcool (g/100 g),Acides organiques (g/100 g),AG saturés (g/100 g),AG monoinsaturés (g/100 g),AG polyinsaturés (g/100 g),"AG 4:0, butyrique (g/100 g)","AG 6:0, caproïque (g/100 g)","AG 8:0, caprylique (g/100 g)","AG 10:0, caprique (g/100 g)","AG 12:0, laurique (g/100 g)","AG 14:0, myristique (g/100 g)","AG 16:0, palmitique (g/100 g)","AG 18:0, stéarique (g/100 g)","AG 18:1 9c (n-9), oléique (g/100 g)","AG 18:2 9c,12c (n-6), linoléique (g/100 g)","AG 18:3 c9,c12,c15 (n-3), alpha-linolénique (g/100 g)","AG 20:4 5c,8c,11c,14c (n-6), arachidonique (g/100 g)","AG 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100 g)","AG 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100 g)",Cholestérol (mg/100 g),Sel chlorure de sodium (g/100 g),Calcium (mg/100 g),Chlorure (mg/100 g),Cuivre (mg/100 g),Fer (mg/100 g),Iode (µg/100 g),Magnésium (mg/100 g),Manganèse (mg/100 g),Phosphore (mg/100 g),Potassium (mg/100 g),Sélénium (µg/100 g),Sodium (mg/100 g),Zinc (mg/100 g),Rétinol (µg/100 g),Beta-Carotène (µg/100 g),Vitamine D (µg/100 g),Vitamine E (mg/100 g),Vitamine K1 (µg/100 g),Vitamine K2 (µg/100 g),Vitamine C (mg/100 g),Vitamine B1 ou Thiamine (mg/100 g),Vitamine B2 ou Riboflavine (mg/100 g),Vitamine B3 ou PP ou Niacine (mg/100 g),Vitamine B5 ou Acide pantothénique (mg/100 g),Vitamine B6 (mg/100 g),Vitamine B9 ou Folates totaux (µg/100 g),Vitamine B12 (µg/100 g)
d1319917-f7bf-49e7-9b07-8f96b8ab1721,08,0801,000000,glaces et sorbets,glaces,-,39520,"Glace ou crème glacée, gourmande, en bac",,-,-,-,-,-,"3,05","2,99",29,"10,7","24,4",-,-,-,-,-,-,-,"1,05",-,"0,17",0,0,"6,36",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,17",-,-,-,-,-,-,-,-,-,"1,7","67,6",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9da26626-991e-4ea0-b53c-609605eccd2e,08,0801,000000,glaces et sorbets,glaces,-,39521,"Glace ou crème glacée, gourmande, en pot",,-,-,-,-,"52,8","4,21","4,13","24,2","17,9","21,9","0,8",-,"1,39","3,98",1,"14,7",1,< 2,-,"0,95",0,0,"10,8","3,71","0,8","0,55","0,32","0,27","0,4","0,66","1,64","4,99","1,99","3,71","0,61","0,08","0,04","0,03","0,04",73,"0,16",110,130,"0,11","1,3",< 20,21,"0,14",110,210,< 20,"62,4","0,58",124,"91,4",-,"0,3","1,56",-,-,"0,048","0,18","< 0,1","0,57","0,039","15,6","0,47"
f7dd1f2a-98ca-4b48-b766-d6a596b93088,08,0801,000000,glaces et sorbets,glaces,-,39522,"Glace ou crème glacée, mini cône",,-,-,-,-,-,"4,2","4,11","38,5","20,2","25,6",-,-,-,-,-,-,-,"2,33",-,"0,29",0,0,"15,1",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,29",-,-,-,-,-,-,-,-,-,-,113,-,246,-,"0,044","0,74",-,-,-,"0,089","0,091","0,84","2,24","0,042","8,65","0,15"
6428c917-62ef-4c47-bd1c-6ff32f7f92e0,08,0801,000000,glaces et sorbets,glaces,-,39523,"Glace ou crème glacée, pot individuel",,-,-,-,-,"56,6","3,21","3,15","26,7","12,7","22,1","1,89",-,"3,28","4,53","2,33","10,1",-,"1,91",-,"0,68",0,0,"9,2",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,15",-,122,-,-,-,-,-,-,-,-,"59,6",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fd661fab-da65-4366-8666-b4ff4abd35c2,08,0801,000000,glaces et sorbets,glaces,-,39527,"Glace ou crème glacée, bac ou pot (aliment moyen)",,,,,,"63,4","2,87","2,81","24,9","6,21","21,5","0,57","0,05","1,25","4,47","1,56","13,7","0,18","1,5",,"0,74",0,"0,39","4,03","1,47","0,2","0,19","0,13","0,1","0,17","0,28","0,66","1,78","0,6","1,27","0,17","0,026","0,005","0,005","0,005","39,3","0,11","99,3",233,"0,032","0,14",10,"14,3","0,11","95,7",190,10,"42,8","0,35","85,2",172,"0,13","0,48","0,59",,"0,25","0,048","0,41","0,073","0,31","0,046",10,"0,43"
cd3639bf-76c3-45e9-8108-12db556cd377,08,0801,000000,glaces et sorbets,glaces,-,39531,"Glace ou crème glacée, petit pot enfant",,-,-,-,-,"62,5","1,87","1,83","25,2","5,94",22,"0,9",-,-,-,"2,8","9,6",-,"0,28",-,"0,7",0,0,"4,12","1,36","0,13",-,-,-,-,-,-,-,-,-,"0,11","0,023",-,-,-,-,"0,14",119,-,-,-,-,-,-,-,-,-,"54,9",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
179fa521-b1fb-42a5-a221-b6dab5b267cc,08,0802,000000,glaces et sorbets,sorbets,-,31013,"Sorbet, bâtonnet",,-,-,-,-,"75,8","0,28","0,28","25,7","0,32","23,1","< 0,2",-,"0,4","< 0,2","2,6","16,5","< 0,35","0,82",-,"< 0,25",0,-,"0,094",0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,039","3,6","< 3,6","< 0,01","0,03",< 20,"2,1","< 0,01","1,9",21,< 20,"14,9","< 0,05",-,"11,9","< 0,25",-,"< 0,8",-,"5,48","0,094","< 0,01","< 0,1","0,15","< 0,01",< 5,-
c8a7026c-a4aa-442b-bda2-e10fb7fa0050,08,0802,000000,glaces et sorbets,sorbets,-,39524,"Sorbet, en bac",,-,-,-,-,"66,1","0,47","0,46","29,6","0,78",25,-,-,-,-,-,-,0,"1,17",-,"0,4",0,-,"0,45","0,29","0,044","0,021","0,0029","0,004",-,"0,026","0,082","0,28","0,038","0,29","0,038","0,0063",-,"< 0,0028","< 0,0028",1,"0,045",54,-,"0,028","0,14",1,8,"0,011",40,96,"1,6","21,3","0,48",12,1,0,"0,01",0,-,"2,3","0,027","0,097","0,063","0,22","0,023",4,"0,13"
f8520cc1-487e-40fd-8319-5d1a7a5b5c50,08,0802,000000,glaces et sorbets,sorbets,-,39525,"Sorbet, pot individuel",,-,-,-,-,-,traces,traces,27,"2,5",24,-,-,-,-,-,-,-,traces,-,"0,04",0,-,traces,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,04",-,-,-,-,-,-,-,-,-,-,"16,1",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6719ab39-41e2-4f69-bac7-76b648134240,08,0802,000000,glaces et sorbets,sorbets,-,39526,Glace à l'eau,,-,-,-,-,"81,7","0,067","0,066","20,8","0,2","20,1","0,7",-,"2,1","< 0,2",1,"12,3",0,"0,2",-,"< 0,25",0,-,"0,19",0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,"0,02","5,8","< 3,6","< 0,01","0,01",< 20,"1,4","0,01","1,9",13,< 20,"11,6","< 0,05",0,542,0,0,"< 0,8",-,"2,35","0,016","< 0,01","< 0,1","0,11","< 0,01",< 5,-
9c813e0b-84d4-40a1-a937-c347071e569d,08,0802,000000,glaces et sorbets,sorbets,-,39528,"Sorbet, cône",,-,-,-,-,-,"2,08","2,04","39,3","6,74","27,6",-,-,-,-,-,-,-,"0,9",-,"0,051",0,-,"4,47",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,051",-,-,-,-,-,-,-,-,-,-,"20,4",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
371d33c8-922f-4257-b639-c260cd851efb,08,0803,000000,glaces et sorbets,desserts glacés,-,23472,Profiterole avec glace vanille et sauce chocolat,,1200,286,1200,286,"48,3","5,38","5,38","31,4","14,9",19,"0,56","< 0,1","0,95","2,97","1,08","13,4","12,4","1,6",0,"1,08","0,15","0,25","8,39","4,31","1,31","0,27","0,18","0,12","0,21","0,3","0,89","4,31","1,89","3,93","1,21","0,06","0,03","< 0,01","0,01",115,"0,24","82,7",-,"0,4",1,30,"31,2","< 0,1",48,261,6,97,"0,3",125,25,"0,65","1,2",-,-,"< 0,5","0,041","0,21","0,31","0,6","0,15",20,"0,4"
be8477bc-18b5-4af9-bc01-cf0553604a68,08,0803,000000,glaces et sorbets,desserts glacés,-,39401,Pêche melba,,500,119,501,119,"73,5","2,06","2,02","18,8","3,62","18,2",-,-,-,-,-,-,"0,57","1,54",0,"0,53",0,0,"1,62","1,4","0,41",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"10,2","0,063","62,3",-,"0,093","0,57","11,2","10,1","0,2","54,9",144,"0,31","25,1","0,33","29,4",132,"0,028","1,26",-,-,"15,7","0,031","0,088","0,51","0,2","0,042","13,6","0,078"
f3b35f7f-be1a-4d3b-87e7-87481c28f264,08,0803,000000,glaces et sorbets,desserts glacés,-,39502,Dessert glacé type mystère ou vacherin,,1160,275,1160,275,46,"3,18","3,12","40,5","10,7","33,7","1,8",-,"3,2","1,5","2,6","22,4","< 0,35","2,18",0,"0,39",0,0,"6,53","1,56","0,24","0,21","0,13","0,09","0,17","0,21","0,67","1,9","0,59","1,27","0,15","0,03","0,01","< 0,01","< 0,01","27,7","0,12",38,"57,9","0,02","0,25",< 20,9,"0,38",40,120,< 20,"53,6","0,18","44,3",< 5,"< 0,25","0,29","< 0,8",-,"3,6","0,022","0,11","1,37","0,28","0,036","18,7","0,24"
39129db6-22fc-4caf-9d2e-ba373d6269ce,08,0803,000000,glaces et sorbets,desserts glacés,-,39512,"Dessert glacé, type sundae",,963,230,964,230,"54,4","2,57","2,52","32,6","9,7","24,9","0,6",-,"2,4","4,87","3,63","13,4",-,< 2,0,"0,73",0,0,"6,8",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,24",-,158,-,-,-,-,-,-,-,-,"97,2",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
a476e751-d6b2-4fbb-af1d-efdf5f7eaa07,08,0803,000000,glaces et sorbets,desserts glacés,-,39516,"Dessert glacé feuilleté, à partager",,1090,262,1090,262,"54,2","2,71","2,65","26,2","16,1","21,9","1,8",-,-,-,"3,4","10,2",-,"0,94",0,"0,6",0,0,"13,3","1,5","0,41",-,-,-,"0,46","7,21","3,12","1,73","0,76","1,18","0,31","0,1",0,0,"0,000075",-,"0,18",-,-,-,-,-,-,-,-,-,-,72,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23b9518d-95c6-4139-8708-bc7cecc6a7c9,08,0803,000000,glaces et sorbets,desserts glacés,-,39518,Omelette norvégienne,,895,212,895,212,"54,3","3,6","3,6","34,8","6,5","32,7","1,7",-,"2,7","3,2","1,6","23,5",2,"< 0,5",0,"0,59",0,0,"3,9","1,65","0,38","0,12","0,08","0,14","0,18","0,72","0,61","1,48","0,48","1,47","0,34","0,02","0,02","< 0,01","< 0,01","52,5","0,15",61,110,"0,03","0,28",20,11,"0,06",71,160,< 20,"58,3","0,23","36,3","7,62","< 0,25","0,41","0,84",-,"< 0,5","0,036","0,16","< 0,1","0,37","0,034","44,3","0,34"
404f48f6-9d77-4731-9727-f31c0df8753d,08,0803,000000,glaces et sorbets,desserts glacés,-,39519,Poire belle Hélène,,822,196,823,197,"60,7","2,74","2,68","23,5","9,57",21,-,-,-,-,-,-,"0,61","2,76",0,"0,71",0,0,"5,19","3,31","0,58",-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,"0,039","49,3",-,"0,2","2,43","4,16","35,3","0,21","70,2",176,"0,76","15,7","0,49","30,1","22,5","0,48","1,19",-,-,"1,82","0,039","0,091","0,32","0,19","0,038","7,76","0,077"
d9374e9c-2b4c-4ef5-b7b1-564345f18d94,08,0803,000000,glaces et sorbets,desserts glacés,-,39529,Nougat glacé,,1100,263,1100,264,"52,3","4,93","4,83","25,3","15,2","20,5","1,2",-,-,"5,1","1,8","9,9","< 0,35","2,76",0,"0,74",0,0,11,"0,026","2,19","0,16","0,11","0,079","0,17","0,2","0,64","2,34","0,72",-,"1,96","0,026","< 0,00028","< 0,00028","< 0,00028","22,7","0,13",95,200,"0,15","0,54",< 20,43,"0,29",120,230,< 20,"49,6","0,47","62,2",27,"< 0,25","3,18","1,22",-,"< 0,5","0,036","0,16","0,25","0,52","0,051","17,5","0,24"
106ee9bb-ab10-4c07-8378-b3474ecebe58,08,0803,000000,glaces et sorbets,desserts glacés,-,39530,Citron givré ou Orange givrée (sorbet),,563,133,563,133,-,"0,14","0,14","29,1","1,77","24,4",-,-,-,-,-,-,-,traces,0,"0,034",0,0,traces,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,034",-,-,-,-,-,-,-,-,-,-,"13,6",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
08a2cb8e-6dbd-4c28-b839-cd741aca989d,08,0803,000000,glaces et sorbets,desserts glacés,-,39532,Coupe glacée type café ou chocolat liégeois,,923,220,924,221,-,"3,04","2,98","28,6",10,"25,6",-,-,-,-,-,-,-,"1,82",0,"0,12",0,0,"7,74",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,12",-,-,-,-,-,-,-,-,-,-,"47,4",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
e8eb84f1-be8f-49c2-8a3d-80d901fc6bc1,08,0803,000000,glaces et sorbets,desserts glacés,-,39533,Bûche glacée,,948,226,949,226,-,"2,47","2,42",30,"10,4","25,6",-,-,-,-,-,-,-,"1,54",0,"0,19",0,0,"7,1",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,19",-,-,-,-,-,-,-,-,-,-,"74,8",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0ac53aa5-f028-44a9-84ff-67f2e5115b67,08,0803,000000,glaces et sorbets,desserts glacés,-,39534,Coupe glacée parfum pêche Melba ou poire Belle-Hélène,,689,163,689,163,-,"0,91","0,89","32,2","3,36","31,4",-,-,-,-,-,-,-,"0,35",0,"0,094",0,0,"1,79",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,094",-,-,-,-,-,-,-,-,-,-,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5d400b4c-e701-4733-a4b3-ddd8dfd53dfc,09,0901,000000,matières grasses,beurres,-,16400,"Beurre à 82% MG, doux",,3100,753,3100,753,"15,4","0,7","0,69","0,9","82,9","0,83","< 0,1","< 0,1","< 0,1","0,83","< 0,1","< 0,1",0,0,0,"< 0,25",0,"0,1","55,4","19,3","1,82","3,21","2,13","1,32","2,22","2,77","9,24","25,3","7,45","16,2","1,22","0,38","0,09","< 0,01","< 0,01",218,"0,063","17,8",-,"0,026","0,026","1,5","2,05","0,0018",24,28,< 10,25,"0,083",675,158,"1,12","2,11",7,15,0,"0,006","0,035","0,071","0,11","0,0035",3,"0,17"
8bf567c7-9535-47fc-9858-d681b876f26a,09,0901,000000,matières grasses,beurres,-,16401,Huile de beurre ou Beurre concentré,,-,-,-,-,"1,5","0,28","0,27",0,"99,9",0,-,-,-,-,-,-,-,0,0,"0,012",0,-,"61,9","28,7","3,69","3,02","2,08","1,32","2,93","3,59","10,8","28,2","8,49",22,"1,27","0,43",-,0,0,256,"0,005",4,-,"0,001","0,004",-,0,0,3,"0,002",-,2,"0,01",824,193,"1,8","2,8","8,6",-,0,"0,001","0,005","0,003","0,01","0,001",0,"0,01"
ec577676-28d2-41e1-8843-8871644638ff,09,0901,000000,matières grasses,beurres,-,16402,"Beurre à 80% MG, demi-sel",,3030,738,3030,738,"15,3","0,72","0,72","0,55","81,4","0,39","< 0,13",-,"< 0,05","0,39","< 0,13","< 0,13",-,0,0,"2,05",0,traces,"54,9","21,2","2,72","3,06","2,6","1,3","2,38","2,59","6,44","21,9","9,65","18,6","1,61","0,45",-,0,0,218,"1,9","17,8",1200,"0,0092","0,13","1,5","4,94","0,0047",24,39,< 10,762,"0,052",697,158,"1,13","2,11",7,-,0,"0,006","0,035","0,071","0,11","0,003",3,"0,17"
95947f88-5286-4523-b771-8d86f1b50238,09,0901,000000,matières grasses,beurres,-,16403,"Beurre à 80% MG, salé",,3010,732,3010,732,"15,7","0,5","0,5","0,68","80,8",traces,"< 0,2","< 0,2","< 0,2","< 0,2","< 0,2","< 0,2",-,0,0,"2,61",0,"0,085","52,9","19,7","1,91","2,91","1,78","1,1","2,19","2,62",9,"23,7","7,87","16,7","1,16","0,4","0,08","0,04","< 0,01",245,"2,52",24,1090,"< 0,01","0,23",< 20,"7,4","< 0,01",24,35,< 20,1010,"0,17",887,-,"< 0,25","1,77","6,11",-,"< 0,5","< 0,015","< 0,01","< 0,1","0,05","< 0,01",< 5,"0,076"
7815d238-e46c-4b41-bacd-9abd6f961c0d,09,0901,000000,matières grasses,beurres,-,16404,"Beurre à 82% MG, doux, tendre",,3100,755,3100,755,"15,6","0,7","0,7","0,5","83,4",-,-,-,-,-,-,-,-,0,0,1,0,traces,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,055",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
f3c080e2-ea91-4590-bbbc-506904bf92f8,09,0901,000000,matières grasses,beurres,-,16410,"Beurre à 60-62% MG, à teneur réduite en matière grasse, doux",,2260,550,2260,550,"37,7","0,56","0,56","0,7","60,6","< 0,2","< 0,2",-,"< 0,2","< 0,2","< 0,2","< 0,2",0,0,0,"< 0,25",0,"0,039","40,1",14,"1,5","2,05","1,34","0,85","1,91","2,24","6,97","17,3","6,08","11,8","0,91","0,33","0,07","0,03","< 0,01",181,"0,045",18,"80,3","< 0,01","< 0,05",< 20,"1,8","< 0,01",20,27,< 20,18,"0,13",660,304,"< 0,25","1,38",-,-,< 1,"< 0,015","< 0,01","< 0,1","0,091","< 0,01",< 5,"0,1"
231c3ba3-a458-466e-9194-78f152ca629e,09,0901,000000,matières grasses,beurres,-,16411,"Beurre à 60-62% MG, à teneur réduite en matière grasse, demi-sel",,2280,555,2280,555,37,"0,9","0,9","0,5",61,"0,5",-,-,-,-,-,-,0,0,0,"1,28",0,traces,"34,3","15,9","2,05","1,79","1,06","0,62","1,38","1,55","5,55","14,5","6,68",-,-,-,-,0,0,106,"1,13",48,-,0,"1,09",2,5,-,34,71,-,450,"0,26",456,107,1,"1,58","4,8",-,0,"0,01","0,07","0,02",-,"0,01",1,"0,13"
7a05743b-9943-49a6-a10b-6634ca420d5f,09,0901,000000,matières grasses,beurres,-,16412,"Beurre ou assimilé allégé (léger ou à teneur reduite en matière grasse), doux (aliment moyen)",,1510,368,1510,368,"56,5","0,33","0,33","3,73","38,9","1,06","0,063","0,05","0,063","1,06","0,063","0,063",,"0,51",0,"0,55",0,"0,12",25,"9,49","0,97","1,36","0,89","0,56","1,14","1,38","4,32","10,8","3,63","8,03","0,58","0,22","0,034","0,019","0,005",101,"0,4",,,,"0,22","5,09",,,,,,161,,,,,"1,53",,,,,,,,,,
2eaec1ab-1b7b-45a3-b7b7-59fae9f36069,09,0901,000000,matières grasses,beurres,-,16413,"Beurre à teneur en matière grasse inconnue (allégé ou non), demi-sel (aliment moyen)",,2980,727,2980,727,"16,6","0,73","0,73","0,55","80,2","0,4","0,067",,"0,025","0,39","0,067","0,067",,0,0,2,0,0,"53,7","20,9","2,68","2,99","2,51","1,25","2,32","2,53","6,39","21,5","9,47","18,6","1,61","0,45",,0,0,211,"1,86","19,6",1200,"0,0086","0,19","1,53","4,94","0,0047","24,6","40,9",5,743,"0,064",682,155,"1,12","2,08","6,87",,0,"0,0062","0,037","0,068","0,11","0,0034","2,88","0,17"
0a3d7f29-50b6-4e76-8263-f33f609f1e6c,09,0901,000000,matières grasses,beurres,-,16414,"Beurre ou assimilé à teneur en matière grasse inconnue, doux (aliment moyen)",,3050,741,3050,741,"16,7","0,69","0,68","0,99","81,5","0,84","0,05","0,05","0,05","0,84","0,05","0,05","0,048","0,017",0,"0,14",0,"0,1","54,5","18,9","1,79","3,15","2,09","1,3","2,19","2,73","9,08","24,8","7,33","15,9","1,2","0,37","0,088","0,0055","0,005",214,"0,073","17,8",,"0,031","0,032","1,62","2,05","0,0074","23,9","28,2","5,05","29,4","0,088",672,166,"1,1","2,09",7,15,"0,0098","0,0062","0,034","0,07","0,11","0,0038","2,99","0,17"
71d9f9e5-9b6b-43d3-a477-ac108cafe61a,09,0901,000000,matières grasses,beurres,-,16415,"Beurre à 39-41% MG, léger, doux",,1610,391,1610,391,"54,1","< 0,5","< 0,5","3,6","41,7","1,26","< 0,1","< 0,1","< 0,1","1,26","< 0,1","< 0,1",-,0,0,"0,52",0,"0,1","26,2","10,7","1,04","1,51","0,99","0,62","1,2","1,49","4,55","11,3","3,55","9,04","0,61","0,24","0,03","0,02","< 0,01","84,5","0,45",-,-,-,"0,1",2,-,-,-,-,-,178,-,-,-,-,"1,22",-,-,-,-,-,-,-,-,-,-
2f0e1f84-e17e-4590-a498-f35c145307e7,09,0901,000000,matières grasses,beurres,-,16712,"Matière grasse laitière à 25% MG, légère, ""à tartiner"", doux",,1020,247,1020,247,"68,8","0,4","0,4","3,8","25,6",-,"< 0,5",-,"< 0,5","< 0,5","< 0,5","< 0,5","2,9",0,0,"0,84",0,traces,"16,3","5,85","0,87","0,77","0,51","0,31","0,69","0,84","2,71","7,75","2,26","4,86",-,"0,11","0,03","0,013",-,70,"0,72",18,465,< 1,< 1,< 10,"2,5",< 1,14,"51,2","8,1",286,< 1,342,491,"< 0,2","2,2",-,-,< 1,"< 0,05","< 0,05","< 0,05","0,06","< 0,05",< 5,"< 0,2"
2c6726e5-23ee-458d-830b-1370e7ad9068,09,0901,000000,matières grasses,beurres,-,16713,"Matière grasse laitière à 20% MG, légère, ""à tartiner"", doux",,831,201,831,201,"73,6","< 0,5","< 0,5","6,2","19,1","1,56","< 0,1","< 0,1","< 0,1","1,56","< 0,1","< 0,1","4,3",< 3,0,"0,9",0,"0,21","12,1","4,67","0,47","0,66","0,42","0,27","0,48","0,61","2,03","5,28","1,86","3,96","0,28","0,11","0,01","0,01","< 0,01",59,"0,63","22,7",222,< 1,< 1,< 10,"2,3",< 1,15,"48,1","5,8",250,< 1,448,732,"0,7",2,-,-,< 1,"< 0,05","< 0,05","< 0,05","0,08","< 0,05",< 5,"< 0,2"
106dd291-815b-429c-a0d3-a7cdd27311e9,09,0902,000000,matières grasses,huiles et graisses végétales,-,16030,Huile ou beurre de cacao,,3700,900,3700,900,0,0,0,0,100,0,-,-,-,-,-,-,0,0,0,0,0,0,"59,7","32,9",3,0,0,0,0,0,"0,1","25,4","33,2","32,6","2,8","0,1",0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,8","24,7",-,0,0,0,0,0,0,0,0
39959ea4-fbfd-4b33-97fa-ad7e6491933b,09,0902,000000,matières grasses,huiles et graisses végétales,-,16040,"Huile ou graisse de coco (coprah), sans précision",,3700,900,3700,900,0,0,0,0,100,0,-,-,-,-,-,-,0,0,0,"0,00004",0,0,84,"8,6","1,7",0,"0,4","5,4","4,85","45,8","16,6","8,15","2,8","8,6","1,6",-,0,0,0,0,0,0,-,0,"0,04",-,0,0,0,0,-,0,0,0,0,0,"12,8","0,5",-,0,0,0,0,0,0,0,0
f724d531-2ac5-45d1-8b68-45809fbf8fc5,09,0902,000000,matières grasses,huiles et graisses végétales,-,16060,"Huile ou graisse de coco (coprah), raffinée",,3700,900,3700,900,0,0,0,0,100,0,0,-,0,0,0,0,0,0,0,"0,0011",0,0,"86,5","5,8","1,8",-,"0,59","7,5","5,99","44,6","16,8","8,2","2,8","5,8","1,8",-,-,-,-,0,0,1,-,0,"0,06","0,4",0,0,0,0,0,0,0,0,-,0,"0,3",-,-,0,0,0,0,0,0,0,0
5488c7a9-ce88-432b-a67d-dad8033c3539,09,0902,000000,matières grasses,huiles et graisses végétales,-,16080,Matière grasse ou graisse végétale solide (type margarine) pour friture,,3700,899,3700,899,"0,17","< 0,5","< 0,5",0,"99,8",traces,"< 0,2","< 0,2","< 0,2","< 0,2","< 0,2","< 0,2",0,0,0,"< 0,25",0,traces,"94,6","0,4","0,12","< 0,01","0,62","8,2","5,2","42,1","16,7","9,74","11,9","0,4","0,12","< 0,01","< 0,01","< 0,01","< 0,01",-,"< 0,013","< 0,2",< 20,"< 0,01","< 0,05",< 20,"< 0,05","< 0,01","< 0,3","< 0,3",< 20,< 5,"< 0,05",< 21,< 5,"< 0,25","3,79",-,-,"< 0,5","< 0,015","< 0,01","0,42","0,008","< 0,01",< 5,"< 0,01"
e81e4d7a-df50-495b-b67e-511dc14c5b37,09,0902,000000,matières grasses,huiles et graisses végétales,-,16110,Huile ou beurre de karité,,3700,900,3700,900,0,0,0,0,100,0,-,-,-,-,-,-,0,0,0,0,0,0,"46,6",44,"5,2",0,0,"0,2","0,2","1,3","0,1","4,4","38,8",-,-,-,-,0,0,0,0,0,-,-,0,-,0,-,0,0,-,0,0,0,0,-,0,-,-,0,0,0,0,0,0,0,0
4060a005-062f-4952-ad53-e099ed737438,09,0902,000000,matières grasses,huiles et graisses végétales,-,16128,"Huile pour friture, sans précision",,3700,900,3700,900,"< 0,03",0,0,0,100,0,-,-,-,-,-,-,0,0,0,"< 0,25",0,0,"9,86","39,5",46,"< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","0,07","5,94","2,66","37,5","43,7","2,22","< 0,01","< 0,01","< 0,01",-,"< 0,013","0,4",< 100,"< 0,05","< 0,05",< 20,"< 0,05","< 0,01","< 0,3","< 0,3",< 20,< 5,"< 0,05",-,< 5,"< 0,25","52,8","12,1",-,-,-,-,-,-,-,-,-
218706fc-3d2a-4f4c-a677-098ef1cb3ee9,09,0902,000000,matières grasses,huiles et graisses végétales,-,16129,"Huile de palme, sans précision",,3700,900,3700,900,0,0,0,0,100,0,-,-,-,-,-,-,0,0,0,"0,00001",0,0,"49,3",37,"9,3",0,0,0,-,"0,1",1,"43,5","4,3",-,-,-,-,0,0,0,0,0,-,0,"0,01",-,0,-,0,0,-,0,0,0,0,-,"15,9",8,-,0,0,0,0,0,0,0,0
4a53111e-828f-4c86-8c09-12e4e4d43dbb,09,0902,000000,matières grasses,huiles et graisses végétales,-,16150,Huile de palme raffinée,,3700,900,3700,900,0,0,0,0,100,0,-,-,-,-,-,-,0,0,0,"0,00001",0,0,"49,3",37,"9,3",0,0,0,0,"0,1",1,"43,5","4,3","36,6","9,1","0,2",0,0,0,0,0,0,-,-,"0,01",-,0,-,0,0,-,0,-,0,-,0,"15,9",8,-,0,0,0,0,0,0,0,0
