"ingredient_id","name","portion","quantity","unit"
"5bceef3a30006c2b0d5d7232",Haricots blancs,boîte,400.0,g
"5bceef3a30006c2b0d5d7232",Haricots blancs,paquet,400.0,g
"6405bf3baf4af6d531d50ad2",Haricots blancs,paquet,400.0,g
"5af2be1fae08b5194415a1b7",Haricots en boîte,boîte,400.0,g
"5af2be1fae08b5194415a1b7",Haricots en boîte,sachet,400.0,g
"5af2bdf9ae08b5194415a120",Haricots noirs,pièce,400.0,g
"5af2bdf9ae08b5194415a120",Haricots noirs,paquet,400.0,g
"6405bfc9b0da1947779863a7",Haricots noirs,pièce,400.0,g
"6405bfc9b0da1947779863a7",Haricots noirs,paquet,400.0,g
"5bc449da30006c640941a2a3",Haricots noirs HAK,sachet,400.0,g
"5cdea15fbfc59100161288d2",Haricots plats coupés,pièce,400.0,g
"5c66d2a3e3f3395bc35f7315",Haricots rouges,pièce,400.0,g
"5c66d2a3e3f3395bc35f7315",Haricots rouges,paquet,400.0,g
"6405bffdb0da194777986456",Haricots rouges,paquet,400.0,g
"5c66d2a3e3f3395bc35f7315",Haricots rouges,boîte,400.0,g
"6405bf81b0da1947779862b1",Hauts de cuisses de poulet,pièce,120.0,g
"64396863c26f2e77c4a9e545",Herbes de Provence,sachet,20.0,g
"5c8bcd9be3f3397358648c92",Huile d'olive,filet,15.0,ml
"5e4a47fa1841fb3d373ae1ab",Jambon à l'os mariné au miel et à la moutarde,pièce,200.0,g
"6405bf9caf4af6d531d50c45",Jambon blanc,tranche,30.0,g
"5af2be27ae08b5194415a1d5",Jambon blanc fumé,tranche,30.0,g
"642553472e8f18047b34f223",Jambon sec,tranche,30.0,g
"6405bf69b9d07cd5d38d7a92",Kiwi,pièce,80.0,g
"64e606082d4398dd759153a5",Kiwi,pièce,80.0,g
"5af2be55ae08b5194415a27a",Lait,filet,15.0,ml
"63e51216bc1d64f7b96e2701",Lait,filet,15.0,ml
"5af2be2cae08b5194415a1e4",Lait demi-écrémé,paquet,1000.0,ml
"5af2be65ae08b5194415a2b4",Laitue,pièce,150.0,g
"6405bff2b0da19477798642e",Laitue,tête,150.0,g
"5af2be65ae08b5194415a2b4",Laitue,tête,150.0,g
"5af2c149ae08b51b804e58a7",Lamelles de cuisse de poulet,pièce,150.0,g
"5af2be9dae08b5194415a386",Lard,tranche,30.0,g
"5af2be0fae08b5194415a182",Lentilles,paquet,150.0,g
"5af2be0fae08b5194415a182",Lentilles,boîte,150.0,g
"5af2be0fae08b5194415a182",Lentilles,pièce,150.0,g
"5b0bb2bd30006c47d2648ac3",Lentilles HAK,sachet,150.0,g
