"id","name","brand","kcal","fat","saturated_fat","carbohydrate","sugars","fiber","protein","sodium","unit_id"
f76b8b74-c157-4404-baa8-d69a4b58ec72,"Jus de mandarine macaque, pur jus filtré, prélevée à la Martinique","",,0.0,,10.8,3.87,0.5,0.6,,1
"764650b1-0d99-4a06-92ef-d8f208a22f75","Jus de prune de cythère verte ""géante"" (variété locale), fruit mûr, pur jus filtré, prélevée à la Martinique","",,0.19,,7.13,4.34,1.0,0.29,,1
"702b46a7-d53b-45e7-9a5e-b6e72c9a12a7","Jus de prune de cythère verte ""géante"" (variété locale), fruit vert, pur jus filtré, prélevée à la Martinique","",,0.28,,6.55,0.03,0.8,0.44,,1
f71e6a75-f2bd-4b38-8963-ea2aee65a430,"Jus de prune de cythère verte ""naine"" (variété hybride), fruit mûr, pur jus filtré, prélevée à la Martinique","",,0.21,,9.97,6.14,0.9,0.69,,1
b83f3482-b947-4b17-8bfe-d1db64f51a17,"Riz blanc, avec légumes et viande, préemballé, cuit","",167.0,3.57,0.69,28.3,1.91,0.98,4.85,0.85,1
"20b00f37-965b-4cc8-84e2-001cf068f447","Maroilles, sans précision","",325.0,26.4,18.1,0.0,0.2,0.0,21.5,2.09,1
"91a03916-bc01-45b7-973e-c110999da83f",Livarot,"",301.0,22.6,15.3,0.0,0.2,0.0,24.1,1.5,1
c61ebae3-9574-48b9-a184-ee06e49c0c6b,Munster,"",344.0,29.0,18.8,0.0,0.0,0.0,20.7,1.78,1
"9fa88da3-307d-412b-8cf5-5fbb2ca75f7b",Pont l'Évêque,"",326.0,26.2,18.2,0.0,0.2,0.0,22.2,1.3,1
"30129d62-a761-4672-b4a7-61e7eaa24822",Reblochon,"",326.0,27.4,18.8,0.0,0.0,0.0,19.9,1.27,1
"9242ed9d-9d88-47b9-8f5c-c54a2450c6b1","Rognon, porc, cru","",97.9,3.13,1.02,1.1,,0.0,16.4,0.35,1
"808676f6-3130-491f-bab9-b38d3bdf87c3","Concombre, pulpe, cru","",14.7,0.5,0.01,2.23,1.8,0.8,0.56,0.013,1
baab573d-035e-4b90-8386-3cc89ab9f0a0,Saint-Marcellin,"",280.0,24.3,18.1,0.0,0.2,0.0,14.8,1.08,1
"7d80791e-b057-4d19-b83b-b2fbafae620a","Champignon de Paris ou champignon de couche, surgelé, cru","",15.9,0.25,0.1,0.83,0.25,1.97,1.8,0.02,1
"25aa2ca3-887a-4dd1-87d0-b45ea96730f5",Saint-Félicien,"",281.0,25.2,18.0,0.0,0.0,0.0,13.1,1.28,1
e89b633d-39ca-41b3-80a5-7053950b0a59,Rond de jambon cuit,"",182.0,10.6,,1.4,,0.0,20.3,,1
c6e486c2-439e-4444-8f0b-834900a47b30,"Pain, baguette ou boule, au levain","",261.0,1.3,0.2,53.1,2.4,2.1,8.13,,1
"72df4e14-df34-4ac9-a73a-f9cdae650691","Pain, baguette ou boule, bis (à la farine T80 ou T110) ","",265.0,0.33,0.045,54.0,2.39,4.2,9.43,,1
db74f8e9-d292-4173-a60d-dbdc3cd3b335,"Oignon, cuit","",,0.2,0.024,6.2,4.0,1.4,1.3,0.021,1
"380e8b90-5512-424e-8a41-766d9d5aa653","Quatre-quarts, préemballé","",,23.9,15.2,48.2,26.4,1.1,5.94,1.07,1
be7025c1-e717-4c42-beb2-30005015e7b1,Huile de paraffine,"",0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1
d6c96f8a-2dd2-4395-a1b2-2c4386f3847b,"Croque-monsieur, fait maison","",,18.4,,,,,14.3,1.71,1
c3ce0e55-bd83-41a4-b408-2838f716b877,"Brochet, cru","",83.7,0.94,0.26,0.0,0.0,0.0,18.8,0.13,1
"64b4ae96-3fbc-4ced-b51f-0bd4c66b77a6",Miel,"",,0.0,0.0,81.7,79.8,0.0,0.56,0.01,1
"80ba3e95-68ee-4ed9-be5a-6a57cb8af49e",Canelé,"",,3.7,2.11,59.4,37.6,2.6,5.2,0.19,1
cd797958-cc7f-42e3-95e4-b97309b2e6ac,Son de blé,"",279.0,4.35,0.84,23.6,2.46,42.0,15.2,0.033,1
f2c85881-e678-4427-a810-b614c5d5317c,Clou de girofle,"",335.0,13.0,3.95,31.6,2.38,33.9,5.97,0.69,1
"2ca3fd31-505f-4375-805c-670b9a9a4d50","Pain, baguette, courante","",287.0,1.4,0.45,58.3,2.3,2.7,9.06,1.3,1
"6f7bde31-f198-4e5e-bb4c-859e05a211c9","Foie, veau, cuit","",121.0,3.02,0.98,4.47,0.0,0.0,19.0,0.2,1
"8974468e-1075-4c10-999d-8491b2031b21",Mimolette demi-vieille,"",365.0,26.9,18.1,0.0,0.0,0.0,30.8,,1
a481c8d4-28e3-422b-b4fc-237cd04ca41d,Mimolette extra-vieille,"",387.0,28.2,19.3,0.0,0.0,0.0,33.2,,1
"3a4c0d55-e70b-4568-9175-cfee2454ae60","Boeuf, onglet, grillé","",171.0,8.8,,0.0,,0.0,23.0,,1
"360a2c83-4ee7-41f7-b39f-50cc01e61c67","Boeuf, steak ou bifteck, grillé","",128.0,1.95,0.9,0.0,,0.0,27.6,0.16,1
"9f74f923-b46a-4c35-bd53-fb5257b4d280","Boeuf, braisé","",240.0,12.4,5.72,0.0,,0.0,32.1,0.15,1
"738cc5da-a5e0-411b-9166-9adface6844d","Mirabelle, crue","",76.9,0.5,0.01,18.0,13.3,2.2,0.63,0.013,1
e310788e-1768-44c7-a381-f3b8708d6932,"Myrtille, crue","",57.7,0.33,0.028,10.6,9.96,2.4,0.87,0.0025,1
"7def1b0c-cd74-48db-8747-f796d93fca22","Mûre (de ronce), crue","",47.3,0.7,0.07,6.53,6.1,5.2,1.13,0.013,1
"103ff979-79f0-480a-99d0-954b27518d69","Porc, palette, crue","",208.0,12.1,4.57,0.0,,0.0,24.8,0.18,1
eee8ddc2-4615-47c5-91f4-78a7dc4b48f1,Fromage de brebis à pâte molle et croûte fleurie,"",276.0,23.3,16.2,0.0,,0.0,16.5,1.69,1
a5cd069a-d639-4849-84a6-897e5d7bd370,"Crottin de chèvre, au lait cru","",384.0,32.6,24.1,0.0,,0.0,22.7,1.01,1
"63bca993-5d0a-4560-92a0-0817de23f218",Pouligny Saint-Pierre (fromage de chèvre),"",294.0,24.5,16.8,0.0,,0.0,18.5,1.08,1
"934a11b0-cafb-4fd4-846a-80cb2d2677bd",Selles-sur-Cher (fromage de chèvre),"",291.0,23.9,18.0,0.0,,0.0,18.9,1.4,1
"8226e653-a748-48ea-acd9-0cae552c06ba",Chevrot (fromage de chèvre),"",277.0,22.8,15.5,0.0,,0.0,18.1,1.12,1
"87c757da-0ef8-449d-9c69-d997fadefb49",Valençay (fromage de chèvre),"",306.0,25.5,18.0,0.0,,0.0,18.9,1.32,1
"9e58a6a3-0e73-4011-98b0-21e3cff6d7c5",Pain (aliment moyen),"",276.0,1.61,0.37,54.4,2.74,3.84,9.01,1.28,1
"9a32affd-ecd2-4478-9422-eb070a8468e9","Sanglier, rôti/cuit au four","",153.0,4.38,1.3,0.0,0.0,0.0,28.3,0.15,1
"7d236883-5d61-4dd8-9b26-6c8211ae408d","Agneau, côte ou côtelette, cuite (aliment moyen)","",157.0,5.78,2.21,0.0,,0.0,26.3,,1
a3117d43-e5c0-4a7f-b352-66fc7df15bda,"Faisan, viande, rôtie/cuite au four","",239.0,12.1,3.91,0.0,0.0,0.0,32.4,0.11,1
"696e8f1a-988c-4ebf-a3bf-14fc3851a75d","Gibier à plumes, viande, cuit (aliment moyen)","",217.0,13.0,3.24,0.0,0.0,0.0,25.1,0.73,1
"4a8fbce3-95fd-4027-923c-91651eb7a9f4","Agneau, viande, cuite (aliment moyen)","",208.0,10.6,3.66,0.011,,0.0,28.1,,1
b73c24c8-9213-4a82-959e-dc675fdf38dd,"Chevreau, cuit","",136.0,3.03,0.93,0.0,0.0,0.0,27.1,0.22,1
"185fd078-4873-4a77-bc50-7ade23c830b6","Tripes à la mode de Caen, préemballées","",112.0,3.62,2.1,0.7,0.5,1.25,18.4,1.03,1
"657a09fc-4e91-4fca-8b1f-f93c0f8f7427",Tripes à la tomate ou à la provençale,"",94.1,3.2,1.64,0.6,0.4,0.0,15.7,1.23,1
"693ff675-5bb1-4e26-93a3-20149eaed6a3",Blanquette de veau,"",113.0,4.0,2.03,3.1,0.3,0.8,15.4,0.74,1
bdd98a1e-cab6-4157-893f-5f476963f66e,Boeuf bourguignon,"",84.6,3.3,0.88,4.17,1.57,1.25,8.93,0.88,1
aa1132b9-6206-48f1-8ae1-2216f8dfb661,"Couscous à la viande ou au poulet, préemballé, allégé","",90.7,1.9,0.4,11.5,2.1,2.0,5.9,0.7,1
"51c22fdd-a482-4865-8502-a6d3cdd7142a","Poêlée de pommes de terre préfrites, lardons ou poulet, et autres, sans légumes verts, préemballée","",168.0,9.6,2.9,16.2,1.7,2.1,3.2,0.6,1
"56179e9d-469c-4bcd-8469-b5a825fda9c0","Saumon à l'oseille, préemballé","",133.0,7.65,3.19,7.43,0.58,0.73,8.36,0.69,1
"6ca1b6f6-c922-45fe-9021-7108aeed43a5","Poisson blanc à la bordelaise, préemballé","",176.0,10.4,2.3,5.3,1.09,1.0,14.8,1.28,1
"646db4fb-75c2-4c55-9c12-f74659a85595","Avoine, crue","",378.0,6.9,1.22,55.7,1.2,10.6,18.1,0.005,1
e72f772e-6e86-475b-81bb-17b9f27719b3,Confit de foie de volaille,"",356.0,30.0,11.0,7.42,,0.0,14.0,1.93,1
"92019d1a-8bde-402a-9834-67d88f6b0637","Poisson blanc à la provençale ou niçoise (sauce tomate), préemballé","",75.2,2.3,0.42,3.1,2.0,2.4,9.31,0.7,1
"9c1ce8dd-76a0-4a71-be3e-947b218d06a6","Poisson blanc à la florentine (sauce aux épinards), préemballé","",100.0,4.35,2.75,2.9,1.95,2.0,11.4,0.56,1
"941d0aba-97bf-4b41-a24a-167c18b43660",Pecorino,"",,28.8,18.3,0.0,0.0,0.0,,4.73,1
db4efa62-19f5-4ea8-86b9-1da50b089432,"Poisson blanc à la parisienne (sauce aux champignons), préemballé","",79.9,3.25,1.56,3.0,0.86,1.0,9.16,0.55,1
"14e5d77b-55a9-4ef7-9de0-2abb573853d1","Poisson blanc sauce oseille, préemballé","",114.0,5.5,3.31,3.9,1.65,1.0,11.8,0.88,1
"5f650635-2952-410f-991b-58831f9e0fe0","Saumon farci, préemballé","",227.0,16.2,3.8,0.4,0.4,2.4,18.8,0.65,1
c5fd1b66-0800-4d13-9d4e-8f243a04b812,Brochette de poisson,"",127.0,5.71,0.98,0.86,0.85,0.29,18.0,0.56,1
"0704a120-b619-47d2-8e29-a5d0a85e7246","Canard, magret fumé","",364.0,30.5,11.3,0.55,0.55,0.0,21.9,3.28,1
"9049da29-54f0-44a9-ad41-881a2e2fd628",Brochette de crevettes,"",93.5,1.5,0.1,1.5,0.0,0.0,18.5,0.35,1
"99100342-4a6d-498a-8808-784cabd6285e","Champignon, truffe noire, crue","",,0.51,0.11,,0.7,8.5,5.77,0.17,1
edf0e71c-0577-4767-937b-5801d4673a2f,"Choucroute, sans garniture, égouttée, cuite","",75.3,6.6,2.02,0.1,0.2,4.5,1.38,1.26,1
e4ff2b55-0455-4a81-931c-cfcf546f7945,"Falafel ou Boulette de pois-chiche et/ou fève, frite","",252.0,14.4,1.5,18.7,1.4,7.7,8.25,1.6,1
"5661d0cd-b7b3-4b12-a68a-e758450fed7f","Falafel ou Boulette de pois-chiche et/ou fève, préemballé","",211.0,10.8,1.28,17.7,3.57,6.0,7.38,0.87,1
a49fe6af-fa39-43de-9255-1e1b038d2d3b,"Blé dur précuit cuisiné, en sachet micro-ondable","",188.0,4.84,1.11,29.5,2.21,2.58,5.29,1.16,1
"18f83eef-7e4e-4d4c-9bb2-bcb47175471e","Fenouil, cru","",21.8,0.5,0.01,2.63,2.2,2.6,1.0,0.055,1
cfc78dda-03b7-4755-9255-70b7b8862b9d,"Blé dur précuit, grains entiers, cuisiné, à poêler","",344.0,1.59,0.69,67.2,2.64,6.28,12.1,1.51,1
c2cfa5e7-821e-4515-ba41-50d687664bb2,"Ravioli à la viande, sauce tomate, appertisé","",95.3,2.83,1.14,12.5,2.23,1.41,4.22,0.96,1
"174d46eb-4aef-4e2f-b3e9-0fa4570ffb3a",Lasagnes ou cannelloni à la viande (bolognaise),"",134.0,5.72,2.55,13.5,2.84,1.91,6.29,0.97,1
"8bb4771e-9486-43ee-8fe9-a78a8596f5f2","Pâtes à la bolognaise (spaghetti, tagliatelles…)","",116.0,4.07,1.42,13.6,2.64,1.9,5.32,0.83,1
"9d628946-0a24-437c-a9a7-0079bee42a39","Risotto, aux légumes, préemballé","",120.0,3.8,2.0,18.4,0.85,0.5,2.88,0.76,1
"743176fe-97bc-44db-9c67-0a8de4054652","Risotto, aux fruits de mer, préemballé","",130.0,6.07,2.92,12.5,2.02,1.15,5.75,0.85,1
"40e74609-2ed5-4c93-ac86-94d706e10ddf","Risotto, aux fromages, préemballé","",195.0,5.16,2.49,30.9,0.58,0.7,5.93,0.82,1
b8648760-5484-4a86-9327-ae5f2962f975,"Raviolis aux légumes, sauce tomate, appertisés","",91.1,2.45,0.48,13.5,2.83,1.7,2.88,0.76,1
"6cb58fe9-22c0-4919-9842-d59ad541fab9","Champignon, tout type, cru","",21.7,0.23,0.055,1.88,1.43,1.72,2.37,0.012,1
a0f87d8d-c9a4-429e-a3c4-6d807118ce2a,"Chou-fleur, cru","",26.2,0.7,0.24,2.13,1.7,2.2,1.81,0.015,1
"40c6c631-e61e-4736-8ee1-62aac3a8434f","Concombre, pulpe et peau, cru","",15.6,0.11,0.035,2.54,1.67,0.6,0.64,0.012,1
"9b11f77d-3683-40f6-af2c-e3f1b586a3d7","Courgette, pulpe et peau, crue","",16.5,0.26,0.061,1.8,1.79,1.05,1.23,0.023,1
c7b39be6-f5da-4b4f-b976-79146911116b,"Céleri branche, cru","",17.6,0.5,0.01,2.41,1.3,2.2,0.63,0.2,1
"205564bf-5f54-43cc-93f6-c18ed8ee7563","Endive, crue","",20.2,0.5,0.01,2.83,2.4,1.1,1.19,0.013,1
"6b564a78-248c-495d-b8e2-03f45cf1dae3","Poireau, cru","",32.3,0.25,0.05,4.9,3.15,2.27,1.49,0.036,1
e5ef367f-5a2f-4914-9e99-ed72d2a578c9,"Radis rouge, cru","",14.5,0.5,0.01,1.53,1.1,1.4,0.94,0.04,1
a5a573bc-44b7-4af3-a42f-508b427a879d,"Tomate, crue","",19.3,0.26,0.056,2.49,2.48,1.2,0.86,0.0081,1
b1a01339-7ad9-4587-b8cc-69f4c630f8a4,"Céleri-rave, cru","",29.3,0.5,0.01,3.98,1.6,4.5,1.38,0.085,1
ede54e6c-75aa-4e76-8c8c-be66e626c53f,"Champignon de Paris ou champignon de couche, cru","",28.0,0.36,0.067,3.15,2.5,1.0,2.62,0.098,1
"61afea6a-1142-4a12-8595-d14729695cb2","Haricot vert, surgelé, cru","",34.0,0.17,0.049,4.35,1.96,3.68,1.97,0.013,1
"67a43244-7e49-402d-a471-76e6ecac2638","Poivron vert, cru","",26.0,0.5,0.01,3.43,3.0,3.2,0.81,0.013,1
da10848f-5a61-497c-8245-7a0ecda85acb,"Poivron rouge, cru","",36.6,0.5,0.01,5.98,4.8,3.2,1.06,0.013,1
"1b690012-5ac3-463d-b4cb-c86d2ace3d96","Radis noir, cru","",29.2,0.3,0.01,5.52,4.3,1.2,0.94,0.058,1
"49b7019d-fc9e-446d-ae95-65c9a51dc2ed","Échalote, crue","",63.6,0.5,0.01,12.2,3.3,2.6,1.81,0.013,1
"01856677-7f53-40d8-b030-1a6e1cd73833","Légumes, mélange surgelé, crus","",65.1,2.65,0.62,5.71,2.18,4.7,2.26,0.6,1
"2f380807-c883-484a-9b23-f2c9f4cc3bb7","Champignon, chanterelle ou girolle, crue","",33.1,0.78,0.5,2.3,1.87,4.23,2.28,0.016,1
"9811a494-d9e2-4541-876c-b4133664d7af","Haricot vert, cuit","",29.4,0.17,0.042,3.0,1.0,4.0,2.0,0.4,1
e8b1dcd0-2d42-49b2-b2d7-1d7b8039b0e1,"Champignon, morille, crue","",24.5,0.54,0.16,0.1,0.044,3.35,3.16,0.064,1
"11196dce-ca18-44dd-bcfb-c03148accda1",Salers,"",388.0,31.4,20.0,0.0,0.2,0.0,25.4,2.19,1
b51ea183-e5a7-4b6f-88af-8401acbe68d1,"Champignon, pleurote, crue","",25.5,0.36,0.062,1.5,0.71,2.4,3.06,0.034,1
"555eb1e8-c85b-4093-b4e3-b6560e0f32c9","Chou blanc, cru","",36.5,0.6,0.27,4.63,4.2,3.5,1.38,0.033,1
ac6db8ed-609d-40a5-a880-b023f0d801d6,"Batavia, crue","",17.9,0.5,0.01,1.78,1.1,2.1,1.25,0.015,1
"541c8f38-2cd4-4880-bd81-3751e0808602","Haricot de Lima, cru","",105.0,0.86,0.2,15.3,1.48,4.9,6.84,0.02,1
"98ce57e2-96e8-46f2-987c-3a4c22fe32ad","Champignon, oronge vraie, crue","",23.2,0.3,0.07,2.45,1.0,1.7,2.0,0.013,1
e23a65d2-c3f3-4021-87a4-6ba737c9412d,"Champignon, cèpe, cru","",31.6,0.43,0.071,3.03,1.7,1.93,3.13,0.024,1
b9286a69-cae1-4128-8359-25d4a7bda188,"Champignon, rosé des prés, cru","",25.3,0.4,0.1,2.45,1.0,1.7,2.3,0.013,1
c33a7f1b-cb8b-479b-ae4d-4a3908b1e342,Fromage fondu en tranchettes,"",246.0,18.5,12.3,5.34,4.95,0.0,13.8,2.46,1
"95693030-fe4c-4038-bc32-9c8cf2ec16f3",Fromage de brebis Corse à pâte molle,"",457.0,38.4,25.7,0.0,0.0,0.0,27.9,2.39,1
"84f683cd-d437-4798-b18b-34c6974403d5","Fromage fondu double crème, environ 31% MG","",311.0,29.6,20.1,1.78,1.78,0.0,8.88,1.37,1
"78b1c466-a9b2-4f93-a242-6c05dc610c18",Fromage fondu en portions ou en cubes environ 20% MG,"",242.0,19.3,12.9,6.38,0.0,0.0,10.4,1.59,1
"9668dc42-a914-4fb4-afef-0362041b734f",Cancoillotte (spécialité fromagère fondue),"",151.0,10.5,7.06,0.5,0.0,0.0,13.6,1.73,1
f6979bcd-ba38-4984-b9e3-f10a191de144,"Fromage type feta, au lait de vache","",270.0,21.7,14.6,1.42,1.42,0.0,16.0,1.94,1
"567e87e1-6090-4b6a-95ad-9dfd2b483c5a",Fromage à pâte molle triple crème environ 40% MG,"",376.0,37.5,25.1,0.0,0.0,0.0,9.69,1.09,1
e8a4e16f-1dcb-4cf1-b93a-951bb7d3f825,Langres,"",281.0,23.8,16.9,0.0,0.2,0.0,16.4,0.99,1
"20cb642e-de9a-4732-8b43-b640a68111f1","Boeuf, côte, crue","",251.0,19.6,,0.0,,0.0,18.7,0.16,1
"1cd254ee-ae6a-4cc2-957d-fcbeae8c41be","Boeuf, rumsteck, grillé","",123.0,2.5,0.74,0.0,,0.0,25.0,,1
"3a7a263a-485f-4223-ae84-f7478cefb0b6","Tomate, pulpe, appertisée","",26.1,0.5,0.01,3.63,3.2,1.8,1.2,0.068,1
"9f0a4e10-ade0-48e2-a2f1-4cb69ac812fe","Tomate, purée, appertisée","",47.1,0.4,0.085,7.54,3.64,2.38,1.4,0.51,1
"0d23a4c8-6226-47b5-b70d-dfd84988eada","Boeuf, boule de macreuse, grillée/poêlée","",144.0,4.11,1.53,0.0,,0.0,26.7,,1
"9843513c-c18b-4bdb-81f1-faef01b667d4","Boeuf, bavette d'aloyau, grillée/poêlée","",162.0,6.94,2.73,0.0,,0.0,25.0,,1
d5d2fec8-db98-4f88-9324-ac4e3525abda,"Boeuf, boule de macreuse, rôtie/cuite au four","",147.0,4.2,1.59,0.0,,0.0,27.3,,1
f749e893-abaf-4462-be43-9314b315a535,Spéculoos,"",,19.7,9.35,69.0,32.6,1.93,5.94,0.86,1
"2267309c-3bbe-4c55-a93a-f4a5adbfc15a","Échalote, sautée/poêlée sans matière grasse","",66.9,0.4,0.12,12.3,3.8,2.9,2.0,0.013,1
"98ba3ae5-ca0f-4dfe-9978-673342e0376a","Agneau, selle, partie maigre, grillée/poêlée","",153.0,5.45,2.05,0.0,,0.0,26.1,,1
"2abbe474-305f-4ce4-a51e-d5a819d960cc",Légume cuit (aliment moyen),"",43.5,0.3,0.077,5.81,2.48,2.71,2.11,0.082,1
"98834648-9741-49a8-b5e5-68348f0895c7","Crosne, cuit","",50.8,0.5,0.01,9.11,0.2,1.9,2.13,0.013,1
"6ff2e156-56ed-425e-963d-66f6471bd3fb","Cheval, tende de tranche, grillée/poêlée","",135.0,2.58,0.77,0.0,,0.0,27.9,,1
"608b936a-22fb-47e9-b286-661729ea6f9c","Cheval, faux-filet, grillé/poêlé","",163.0,6.27,2.1,0.0,,0.0,26.6,,1
"9b714a73-8688-4b2f-8691-88b43b742761","Cheval, entrecôte, grillée/poêlée","",169.0,6.24,1.99,0.0,,0.0,28.2,,1
"8be56476-aaa5-447e-9a15-f323b1815dd3","Cheval, faux-filet, rôti/cuit au four","",173.0,6.68,2.23,0.0,,0.0,28.3,,1
"1e6fae24-afa4-4f42-95c3-acdead512662","Cheval, tende de tranche, rôtie/cuite au four","",144.0,2.75,0.82,0.0,,0.0,29.7,,1
"7002c1ae-fa2e-4c6d-8dc7-54fe7e5361a0","Champignon, lentin comestible ou shiitaké, séché","",316.0,0.99,0.23,63.9,2.21,11.5,9.58,0.033,1
"5d4e5f15-6236-461f-8004-116719b39732","Tomate, séchée, à l'huile","",187.0,11.7,1.32,13.4,6.5,5.63,4.27,2.21,1
"53c7870e-a225-40b4-9313-6eedd51ca7f0","Mangue verte, pulpe, crue, prélevée à la Martinique","",,0.0,,12.2,,3.4,1.31,,1
"35701f5c-132a-4ae0-a008-af64c9e3faf3","Brèdes chou de Chine ou bok choy ou pak choï, tiges et feuilles, cuites à la vapeur, prélevées à La Réunion (Brassica rapa subsp. Chinensis)","",17.7,0.3,0.01,1.7,0.4,1.3,1.69,0.038,1
e312b32c-265d-45b4-804a-4bc23ee4255a,"Macédoine ou cocktail ou salade de fruits, au sirop, appertisé, non égoutté","",,0.5,,18.3,14.3,1.26,0.5,0.003,1
"888b039e-4361-425f-b997-14e579f7d59b","Chayote ou christophine ou chouchou, pulpe avec pépins, cuite à la vapeur, prélevée à La Réunion (Sechium edule)","",22.2,0.3,0.01,3.5,2.8,1.4,0.63,0.018,1
e8c76f3b-a5d9-40cb-9d1d-d989d2550503,Tripes à la mode de Caen,"",116.0,3.68,1.29,0.3,0.0,0.0,20.4,1.06,1
"31c5a487-5a4c-411e-89b8-59b8afffaf7f","Jus de citron vert, maison","",,0.07,0.008,1.69,1.69,0.4,0.42,0.005,2
b1913570-23df-4a41-ae2e-6aad7bfca843,"Bâtonnet pané soja et blé (convient aux véganes ou végétaliens), préemballée","",245.0,10.0,1.1,18.8,0.0,5.41,16.9,1.13,1
cba57d94-1002-4fe8-8560-d1521af51218,"Mâche, crue","",16.8,0.5,0.01,0.5,0.0,2.3,2.0,0.013,1
"0a368b47-e257-4397-92da-363555f15759","Fromage à pâte molle à croûte lavée, au lait pasteurisé (type Vieux Pané)","",311.0,25.7,17.4,0.0,0.0,0.0,19.9,1.57,1
"0867c3c0-1d51-4382-ae9f-a6b043a678d6",Cantal entre-deux,"",383.0,30.5,19.9,0.0,0.0,0.0,26.1,1.85,1
fcdcd041-901f-4f53-92e0-b33a323c9ed0,Mont d'or ou Vacherin du Haut-Doubs (produit en France) ou Vacherin-Mont d'Or (produit en Suisse),"",302.0,25.4,16.3,0.0,0.0,0.0,18.5,1.38,1
"41e40bd8-96fc-44e5-994b-1a7ec8c1664b",Boulette d'Avesne,"",355.0,30.0,19.8,0.0,0.0,0.0,20.5,1.99,1
be6f641f-dc01-41f7-bdca-5e1f7eb14de2,Roquefort,"",384.0,33.9,24.9,0.0,0.0,0.0,19.1,3.22,1
"196c13ba-0c0c-4e6d-9389-76b6405c7fa4","Ail, rôti/cuit au four","",127.0,0.5,0.01,23.8,1.4,2.7,5.56,0.013,1
"4f822a5a-2b6d-4733-b3fe-32b9489d2221","Persil, séché","",291.0,5.34,1.38,16.8,7.27,29.7,29.0,1.05,1
"90a412af-f63e-4ca8-b671-579595f0397f","Marjolaine, séchée","",276.0,7.04,0.53,20.3,4.09,40.3,12.7,0.19,1
"03f1e61d-7787-4684-9daa-251783dc2aa5","Origan, séché","",265.0,4.28,1.55,26.4,4.09,42.5,9.0,0.063,1
"04763cc0-93ce-4863-9eec-628b19572527","Porc, côte, grillée","",211.0,10.3,4.11,0.0,,0.0,29.6,0.14,1
e125eecb-0457-473d-80e8-a075b8d5fb63,Comté,"",418.0,34.6,22.5,0.0,0.0,0.0,26.7,0.8,1
a1decddb-b31a-4163-be99-007a04da4350,"Haricot coco, bouilli/cuit à l'eau","",131.0,0.5,0.11,13.7,1.1,15.8,9.63,0.023,1
ec8ad108-0ade-41f6-b7db-a00490d426a6,"Fève, bouillie/cuite à l'eau","",82.9,0.8,0.16,9.35,0.4,3.1,8.06,0.025,1
fced03f4-4453-48e1-aab6-2e8366fc95c5,"Haricot blanc, bouilli/cuit à l'eau","",112.0,1.1,0.25,12.0,0.3,13.8,6.75,0.023,1
"3dc6d3b9-71f8-4d60-88a6-70e1cd6dce68","Haricot rouge, bouilli/cuit à l'eau","",116.0,0.6,0.19,12.3,0.5,11.6,9.63,0.021,1
"3c80b3e6-c971-4aa3-96b1-f374e956a3b8",Parmesan,"",406.0,31.0,20.6,0.0,0.0,0.0,30.5,1.57,1
"51392d5e-47f2-437e-82b2-308511c3e9b9","Fromage à pâte ferme, enrobé de cire","",303.0,23.7,16.3,0.0,0.0,0.0,21.3,1.7,1
dd2cd5bf-dbc5-4bce-9f39-15d59f39ec9f,"Pois chiche, bouilli/cuit à l'eau","",147.0,3.0,0.46,17.7,0.3,8.2,8.31,0.027,1
"53358ff1-5c92-4b6f-85f7-ced9baf5ba66",Fromage à pâte ferme environ 27% MG type Maasdam,"",359.0,28.4,19.5,0.0,0.0,0.0,25.0,1.29,1
a840852d-ad4c-4434-b00f-86c436f1a550,Morbier,"",355.0,29.2,19.2,0.0,0.0,0.0,22.4,1.41,1
"87c34453-eb8e-4ba2-bb5e-859752c05f7e","Haricot flageolet, bouilli/cuit à l'eau","",112.0,1.1,0.25,12.0,0.3,13.8,6.75,0.023,1
a068c0b1-2682-4a14-bb0b-dfb724b6a9c1,"Mil entier, cru","",359.0,4.21,0.72,64.3,,8.5,11.8,0.0068,1
"34b8c17c-d1f6-4a62-ac66-b40cf45a6dfa","Quinoa, cru","",358.0,6.07,0.71,58.1,,7.0,14.1,0.013,1
"7a21c42b-0762-4104-9587-aa69083f8966","Sarrasin entier, cru","",356.0,3.55,0.74,64.6,,7.0,12.9,0.0025,1
b88313a0-8175-4b49-915f-29e0b0be9b69,Raclette (fromage),"",342.0,27.5,18.5,0.0,0.0,0.0,22.9,1.69,1
c5dacacd-57d6-44f2-9b58-1034953bde7a,"Camembert, sans précision","",280.0,22.5,15.8,0.0,0.0,0.0,19.1,1.45,1
"0b649fba-3e4c-47e1-a1b1-d5df764b1c5d","Boeuf, rosbif, rôti/cuit au four","",117.0,3.16,0.62,0.3,,0.0,21.9,0.1,1
d1ec3243-4cfc-41ea-b700-364cfaa16374,Rillettes de Tours,"",522.0,50.0,,0.0,,0.0,18.0,,1
"0ad8869b-2d1c-4c0a-9b8b-1ce50b8b7188","Lasagnes ou cannellonis aux légumes, préemballés, cuits","",122.0,5.9,1.91,11.8,4.3,0.0,4.38,0.6,1
"91a82040-1fb7-48e1-9a28-4c7b917f80ef",Rillettes d'oie,"",364.0,33.4,9.82,0.99,,0.0,14.9,1.29,1
d8095148-fd7a-4b9a-9e82-0f2778cf6abe,Cidre brut,"",,0.0,0.0,2.62,2.22,0.0,0.0,0.01,2
